Country,Commodity,Measure,Unit of measure,Year,Value
Paraguay,Roots and tubers,Area harvested,Hectares,2022,189.1497
Paraguay,Wheat,Exports,Tonnes,2022,485.957
Paraguay,Roots and tubers,Exports,Tonnes,2022,51.3076
Paraguay,Cottonseed,Production,Tonnes,2022,4.2679
Paraguay,Wheat,Production,Tonnes,2023,1182.0394
Paraguay,Cottonseed,Exports,Tonnes,2023,2.8992
Paraguay,Roots and tubers,Production,Tonnes,2023,1080.302
Paraguay,Cottonseed,Area harvested,Hectares,2023,10.0245
Paraguay,Wheat,Area harvested,Hectares,2023,440.6977
Paraguay,Roots and tubers,Area harvested,Hectares,2023,188.8876
Paraguay,Wheat,Exports,Tonnes,2023,582.2339
Paraguay,Roots and tubers,Exports,Tonnes,2023,58.321
Paraguay,Cottonseed,Production,Tonnes,2023,4.4529
Paraguay,Wheat,Production,Tonnes,2024,1185.7098
Paraguay,Cottonseed,Exports,Tonnes,2024,2.9701
Paraguay,Roots and tubers,Production,Tonnes,2024,1091.1061
Paraguay,Cottonseed,Area harvested,Hectares,2024,10.0579
Paraguay,Wheat,Area harvested,Hectares,2024,441.0328
Paraguay,Roots and tubers,Area harvested,Hectares,2024,188.0019
Paraguay,Wheat,Exports,Tonnes,2024,628.2354
Paraguay,Roots and tubers,Exports,Tonnes,2024,55.5699
Paraguay,Cottonseed,Production,Tonnes,2024,4.5308
Paraguay,Wheat,Production,Tonnes,2025,1181.9386
Paraguay,Cottonseed,Exports,Tonnes,2025,3.0337
Paraguay,Roots and tubers,Production,Tonnes,2025,1105.3655
Paraguay,Cottonseed,Area harvested,Hectares,2025,10.0651
Paraguay,Wheat,Area harvested,Hectares,2025,438.933
Paraguay,Roots and tubers,Area harvested,Hectares,2025,187.3945
Paraguay,Wheat,Exports,Tonnes,2025,629.1374
Paraguay,Roots and tubers,Exports,Tonnes,2025,53.7851
Paraguay,Cottonseed,Production,Tonnes,2025,4.6003
Paraguay,Wheat,Production,Tonnes,2026,1191.2559
Paraguay,Cottonseed,Exports,Tonnes,2026,3.0979
Paraguay,Roots and tubers,Production,Tonnes,2026,1120.5452
Paraguay,Cottonseed,Area harvested,Hectares,2026,10.0681
Paraguay,Wheat,Area harvested,Hectares,2026,441.3514
Paraguay,Roots and tubers,Area harvested,Hectares,2026,186.8574
Paraguay,Wheat,Exports,Tonnes,2026,596.5081
Paraguay,Roots and tubers,Exports,Tonnes,2026,51.4355
Paraguay,Cottonseed,Production,Tonnes,2026,4.67
Paraguay,Wheat,Production,Tonnes,2027,1205.5072
Paraguay,Cottonseed,Exports,Tonnes,2027,3.1747
Paraguay,Roots and tubers,Production,Tonnes,2027,1133.5411
Paraguay,Cottonseed,Area harvested,Hectares,2027,10.0954
Paraguay,Wheat,Area harvested,Hectares,2027,445.3988
Paraguay,Roots and tubers,Area harvested,Hectares,2027,186.1856
Paraguay,Wheat,Exports,Tonnes,2027,578.8145
Paraguay,Roots and tubers,Exports,Tonnes,2027,49.785
Paraguay,Cottonseed,Production,Tonnes,2027,4.7525
Paraguay,Wheat,Production,Tonnes,2028,1217.436
Paraguay,Cottonseed,Exports,Tonnes,2028,3.2587
Paraguay,Roots and tubers,Production,Tonnes,2028,1147.7786
Paraguay,Cottonseed,Area harvested,Hectares,2028,10.1324
Paraguay,Wheat,Area harvested,Hectares,2028,448.592
Paraguay,Roots and tubers,Area harvested,Hectares,2028,185.6181
Paraguay,Wheat,Exports,Tonnes,2028,570.6218
Paraguay,Roots and tubers,Exports,Tonnes,2028,48.111
Paraguay,Cottonseed,Production,Tonnes,2028,4.8415
Paraguay,Wheat,Production,Tonnes,2029,1227.8326
Paraguay,Cottonseed,Exports,Tonnes,2029,3.3494
Paraguay,Roots and tubers,Production,Tonnes,2029,1161.8275
Paraguay,Cottonseed,Area harvested,Hectares,2029,10.1781
Paraguay,Wheat,Area harvested,Hectares,2029,451.188
Paraguay,Roots and tubers,Area harvested,Hectares,2029,185.0545
Paraguay,Wheat,Exports,Tonnes,2029,565.611
Paraguay,Roots and tubers,Exports,Tonnes,2029,47.4504
Paraguay,Cottonseed,Production,Tonnes,2029,4.937
Paraguay,Wheat,Production,Tonnes,2030,1235.9692
Paraguay,Cottonseed,Exports,Tonnes,2030,3.447
Paraguay,Roots and tubers,Production,Tonnes,2030,1176.7878
Paraguay,Cottonseed,Area harvested,Hectares,2030,10.2341
Paraguay,Wheat,Area harvested,Hectares,2030,453.0869
Paraguay,Roots and tubers,Area harvested,Hectares,2030,184.5647
Paraguay,Wheat,Exports,Tonnes,2030,565.9042
Paraguay,Roots and tubers,Exports,Tonnes,2030,45.7869
Paraguay,Cottonseed,Production,Tonnes,2030,5.0396
Peru,Wheat,Production,Tonnes,2015,214.8
Peru,Cottonseed,Area harvested,Hectares,2015,27
Peru,Cottonseed,Exports,Tonnes,2015,0.717
Peru,Roots and tubers,Production,Tonnes,2015,1506.3539
Peru,Wheat,Exports,Tonnes,2015,7.0985
Peru,Wheat,Area harvested,Hectares,2015,137
Peru,Roots and tubers,Area harvested,Hectares,2015,474.059
Peru,Cottonseed,Production,Tonnes,2015,20.3063
Peru,Roots and tubers,Exports,Tonnes,2015,3.5118
Peru,Wheat,Production,Tonnes,2016,191
Peru,Cottonseed,Area harvested,Hectares,2016,27
Peru,Cottonseed,Exports,Tonnes,2016,0.636
Peru,Roots and tubers,Production,Tonnes,2016,1551.5445
Peru,Wheat,Exports,Tonnes,2016,6.7984
Peru,Wheat,Area harvested,Hectares,2016,142
Peru,Roots and tubers,Area harvested,Hectares,2016,461.949
Peru,Cottonseed,Production,Tonnes,2016,21.9915
Peru,Roots and tubers,Exports,Tonnes,2016,3.6491
Peru,Wheat,Production,Tonnes,2017,192.098
Peru,Cottonseed,Area harvested,Hectares,2017,26.46
Peru,Cottonseed,Exports,Tonnes,2017,0.606
Peru,Roots and tubers,Production,Tonnes,2017,1598.0908
Peru,Wheat,Exports,Tonnes,2017,8.7982
Peru,Wheat,Area harvested,Hectares,2017,127.6
Peru,Roots and tubers,Area harvested,Hectares,2017,459.422
Peru,Cottonseed,Production,Tonnes,2017,21.5516
Peru,Roots and tubers,Exports,Tonnes,2017,3.7908
Peru,Wheat,Production,Tonnes,2018,194.541
Peru,Cottonseed,Area harvested,Hectares,2018,25.137
Peru,Cottonseed,Exports,Tonnes,2018,0.5
Peru,Roots and tubers,Production,Tonnes,2018,1646.0336
Peru,Wheat,Exports,Tonnes,2018,4.1991
Peru,Wheat,Area harvested,Hectares,2018,126.2
Peru,Roots and tubers,Area harvested,Hectares,2018,476.734
Peru,Cottonseed,Production,Tonnes,2018,20.5764
Peru,Roots and tubers,Exports,Tonnes,2018,3.9371
Peru,Wheat,Production,Tonnes,2019,186.7
Peru,Cottonseed,Area harvested,Hectares,2019,23.8802
Peru,Cottonseed,Exports,Tonnes,2019,0.27
Peru,Roots and tubers,Production,Tonnes,2019,1695.4146
Peru,Wheat,Exports,Tonnes,2019,1.8996
Peru,Wheat,Area harvested,Hectares,2019,117.2
Peru,Roots and tubers,Area harvested,Hectares,2019,477.0557
Peru,Cottonseed,Production,Tonnes,2019,19.5476
Peru,Roots and tubers,Exports,Tonnes,2019,4.088
Peru,Wheat,Production,Tonnes,2020,178
Peru,Cottonseed,Area harvested,Hectares,2020,23.4025
Peru,Cottonseed,Exports,Tonnes,2020,0.27
Peru,Roots and tubers,Production,Tonnes,2020,1746.277
Peru,Wheat,Exports,Tonnes,2020,2.9994
Peru,Wheat,Area harvested,Hectares,2020,124
Peru,Roots and tubers,Area harvested,Hectares,2020,477.3777
Peru,Cottonseed,Production,Tonnes,2020,19.1598
Peru,Roots and tubers,Exports,Tonnes,2020,4.244
Peru,Wheat,Production,Tonnes,2021,195.1945
Peru,Cottonseed,Area harvested,Hectares,2021,23.3921
Peru,Cottonseed,Exports,Tonnes,2021,0.27
Peru,Roots and tubers,Production,Tonnes,2021,1753.2201
Peru,Wheat,Exports,Tonnes,2021,2.9804
Peru,Wheat,Area harvested,Hectares,2021,124.49
Peru,Roots and tubers,Area harvested,Hectares,2021,479.1281
Peru,Cottonseed,Production,Tonnes,2021,19.1895
Peru,Roots and tubers,Exports,Tonnes,2021,4.0518
Peru,Wheat,Production,Tonnes,2022,199.3272
Peru,Cottonseed,Area harvested,Hectares,2022,23.3795
Peru,Cottonseed,Exports,Tonnes,2022,0.27
Peru,Roots and tubers,Production,Tonnes,2022,1798.011
Peru,Wheat,Exports,Tonnes,2022,2.9601
Peru,Wheat,Area harvested,Hectares,2022,125.4966
Peru,Roots and tubers,Area harvested,Hectares,2022,482.535
Peru,Cottonseed,Production,Tonnes,2022,19.2129
Peru,Roots and tubers,Exports,Tonnes,2022,4.1289
Peru,Wheat,Production,Tonnes,2023,206.2319
Peru,Cottonseed,Area harvested,Hectares,2023,23.3713
Peru,Cottonseed,Exports,Tonnes,2023,0.27
Peru,Roots and tubers,Production,Tonnes,2023,1836.8634
Peru,Wheat,Exports,Tonnes,2023,2.9539
Peru,Wheat,Area harvested,Hectares,2023,127.9619
Peru,Roots and tubers,Area harvested,Hectares,2023,484.8316
Peru,Cottonseed,Production,Tonnes,2023,19.2414
Peru,Roots and tubers,Exports,Tonnes,2023,4.238
Peru,Wheat,Production,Tonnes,2024,212.3938
Peru,Cottonseed,Area harvested,Hectares,2024,23.3559
Peru,Cottonseed,Exports,Tonnes,2024,0.2701
Peru,Roots and tubers,Production,Tonnes,2024,1870.4765
Peru,Wheat,Exports,Tonnes,2024,2.9441
Peru,Wheat,Area harvested,Hectares,2024,129.7803
Peru,Roots and tubers,Area harvested,Hectares,2024,486.6742
Peru,Cottonseed,Production,Tonnes,2024,19.2669
Peru,Roots and tubers,Exports,Tonnes,2024,4.3217
Peru,Wheat,Area harvested,Hectares,2025,130.6423
Peru,Roots and tubers,Area harvested,Hectares,2025,488.9215
Peru,Wheat,Production,Tonnes,2025,217.0088
Peru,Cottonseed,Area harvested,Hectares,2025,23.3358
Peru,Cottonseed,Exports,Tonnes,2025,0.2702
Peru,Roots and tubers,Production,Tonnes,2025,1907.2572
Peru,Wheat,Exports,Tonnes,2025,2.9338
Peru,Cottonseed,Production,Tonnes,2025,19.2887
Peru,Roots and tubers,Exports,Tonnes,2025,4.4303
Peru,Wheat,Production,Tonnes,2026,222.5222
Peru,Cottonseed,Area harvested,Hectares,2026,23.326
Peru,Cottonseed,Exports,Tonnes,2026,0.2703
Peru,Roots and tubers,Production,Tonnes,2026,1944.895
Peru,Wheat,Exports,Tonnes,2026,2.9208
Peru,Wheat,Area harvested,Hectares,2026,131.8091
Peru,Roots and tubers,Area harvested,Hectares,2026,491.4043
Peru,Cottonseed,Production,Tonnes,2026,19.3201
Peru,Roots and tubers,Exports,Tonnes,2026,4.4862
Peru,Wheat,Production,Tonnes,2027,228.6797
Peru,Cottonseed,Area harvested,Hectares,2027,23.3335
Peru,Cottonseed,Exports,Tonnes,2027,0.2705
Peru,Roots and tubers,Production,Tonnes,2027,1982.0287
Peru,Wheat,Exports,Tonnes,2027,2.9093
Peru,Wheat,Area harvested,Hectares,2027,133.3455
Peru,Roots and tubers,Area harvested,Hectares,2027,493.8156
Peru,Cottonseed,Production,Tonnes,2027,19.3662
Peru,Roots and tubers,Exports,Tonnes,2027,4.5539
Peru,Wheat,Production,Tonnes,2028,234.9821
Peru,Cottonseed,Area harvested,Hectares,2028,23.3453
Peru,Cottonseed,Exports,Tonnes,2028,0.2707
Peru,Roots and tubers,Production,Tonnes,2028,2020.775
Peru,Wheat,Exports,Tonnes,2028,2.8984
Peru,Wheat,Area harvested,Hectares,2028,134.9189
Peru,Roots and tubers,Area harvested,Hectares,2028,496.3147
Peru,Cottonseed,Production,Tonnes,2028,19.4176
Peru,Roots and tubers,Exports,Tonnes,2028,4.6242
Peru,Wheat,Production,Tonnes,2029,241.5852
Peru,Cottonseed,Area harvested,Hectares,2029,23.3697
Peru,Cottonseed,Exports,Tonnes,2029,0.2709
Peru,Roots and tubers,Production,Tonnes,2029,2059.1246
Peru,Wheat,Exports,Tonnes,2029,2.8875
Peru,Cottonseed,Production,Tonnes,2029,19.4815
Peru,Roots and tubers,Exports,Tonnes,2029,4.7094
Peru,Wheat,Area harvested,Hectares,2029,136.5817
Peru,Roots and tubers,Area harvested,Hectares,2029,498.7412
Peru,Wheat,Production,Tonnes,2030,248.0511
Peru,Cottonseed,Area harvested,Hectares,2030,23.3865
Peru,Cottonseed,Exports,Tonnes,2030,0.2711
Peru,Roots and tubers,Production,Tonnes,2030,2098.656
Peru,Wheat,Exports,Tonnes,2030,2.8771
Peru,Wheat,Area harvested,Hectares,2030,138.1371
Peru,Roots and tubers,Area harvested,Hectares,2030,501.2118
Peru,Cottonseed,Production,Tonnes,2030,19.54
Peru,Roots and tubers,Exports,Tonnes,2030,4.7897
Philippines,Wheat,Area harvested,Hectares,2015,0.0001
Philippines,Wheat,Production,Tonnes,2015,0.0001
Philippines,Wheat,Exports,Tonnes,2015,34.7545
Philippines,Roots and tubers,Exports,Tonnes,2015,3.4774
Philippines,Cottonseed,Production,Tonnes,2015,0.0061
Philippines,Roots and tubers,Area harvested,Hectares,2015,340.457
Philippines,Cottonseed,Area harvested,Hectares,2015,0.0108
Philippines,Roots and tubers,Production,Tonnes,2015,954.0602
Philippines,Cottonseed,Exports,Tonnes,2015,0.0001
Philippines,Wheat,Area harvested,Hectares,2016,0.0001
Philippines,Wheat,Production,Tonnes,2016,0.0001
Philippines,Wheat,Exports,Tonnes,2016,53.5319
Philippines,Roots and tubers,Exports,Tonnes,2016,3.5816
Philippines,Cottonseed,Production,Tonnes,2016,0.0061
Philippines,Roots and tubers,Area harvested,Hectares,2016,345.783
Philippines,Cottonseed,Area harvested,Hectares,2016,0.0108
Philippines,Roots and tubers,Production,Tonnes,2016,981.6957
Philippines,Cottonseed,Exports,Tonnes,2016,0.0001
Philippines,Wheat,Area harvested,Hectares,2017,0.0001
Philippines,Wheat,Production,Tonnes,2017,0.0001
Philippines,Wheat,Exports,Tonnes,2017,38.7603
Philippines,Roots and tubers,Exports,Tonnes,2017,3.6892
Philippines,Cottonseed,Production,Tonnes,2017,0.0061
Philippines,Roots and tubers,Area harvested,Hectares,2017,350.674
Philippines,Cottonseed,Area harvested,Hectares,2017,0.0108
Philippines,Roots and tubers,Production,Tonnes,2017,1010.2206
Philippines,Cottonseed,Exports,Tonnes,2017,0.0001
Philippines,Wheat,Area harvested,Hectares,2018,0.0001
Philippines,Wheat,Production,Tonnes,2018,0.0001
Philippines,Wheat,Exports,Tonnes,2018,49.5585
Philippines,Roots and tubers,Exports,Tonnes,2018,3.7996
Philippines,Cottonseed,Production,Tonnes,2018,0.0061
Philippines,Roots and tubers,Area harvested,Hectares,2018,344.046
Philippines,Cottonseed,Area harvested,Hectares,2018,0.0108
Philippines,Roots and tubers,Production,Tonnes,2018,1039.6586
Philippines,Cottonseed,Exports,Tonnes,2018,0.0001
Philippines,Wheat,Area harvested,Hectares,2019,0.0001
Philippines,Wheat,Production,Tonnes,2019,0.0001
Philippines,Wheat,Exports,Tonnes,2019,39.9947
Philippines,Roots and tubers,Exports,Tonnes,2019,3.9134
Philippines,Cottonseed,Production,Tonnes,2019,0.0062
Philippines,Roots and tubers,Area harvested,Hectares,2019,344.1958
Philippines,Cottonseed,Area harvested,Hectares,2019,0.0108
Philippines,Roots and tubers,Production,Tonnes,2019,1070.0343
Philippines,Cottonseed,Exports,Tonnes,2019,0.0001
Philippines,Wheat,Area harvested,Hectares,2020,0.0001
Philippines,Wheat,Production,Tonnes,2020,0.0001
Philippines,Wheat,Exports,Tonnes,2020,39.9946
Philippines,Roots and tubers,Exports,Tonnes,2020,4.0309
Philippines,Cottonseed,Production,Tonnes,2020,0.0062
Philippines,Roots and tubers,Area harvested,Hectares,2020,344.3457
Philippines,Cottonseed,Area harvested,Hectares,2020,0.0108
Philippines,Roots and tubers,Production,Tonnes,2020,1101.3726
Philippines,Cottonseed,Exports,Tonnes,2020,0.0001
Philippines,Wheat,Area harvested,Hectares,2021,0.0001
Philippines,Wheat,Production,Tonnes,2021,0.0001
Philippines,Wheat,Exports,Tonnes,2021,40.6854
Philippines,Roots and tubers,Exports,Tonnes,2021,3.9854
Philippines,Cottonseed,Production,Tonnes,2021,0.0063
Philippines,Roots and tubers,Area harvested,Hectares,2021,342.0131
Philippines,Cottonseed,Area harvested,Hectares,2021,0.0108
Philippines,Roots and tubers,Production,Tonnes,2021,1090.0204
Philippines,Cottonseed,Exports,Tonnes,2021,0.0001
Philippines,Wheat,Area harvested,Hectares,2022,0.0001
Philippines,Wheat,Production,Tonnes,2022,0.0001
Philippines,Wheat,Exports,Tonnes,2022,39.4318
Philippines,Roots and tubers,Exports,Tonnes,2022,4.0018
Philippines,Cottonseed,Production,Tonnes,2022,0.0064
Philippines,Roots and tubers,Area harvested,Hectares,2022,343.0852
Philippines,Cottonseed,Area harvested,Hectares,2022,0.0108
Philippines,Roots and tubers,Production,Tonnes,2022,1110.0234
Philippines,Cottonseed,Exports,Tonnes,2022,0.0001
Philippines,Wheat,Area harvested,Hectares,2023,0.0001
Philippines,Wheat,Production,Tonnes,2023,0.0001
Philippines,Wheat,Exports,Tonnes,2023,38.9528
Philippines,Roots and tubers,Exports,Tonnes,2023,4.0396
Philippines,Cottonseed,Production,Tonnes,2023,0.0066
Philippines,Roots and tubers,Area harvested,Hectares,2023,343.571
Philippines,Cottonseed,Area harvested,Hectares,2023,0.0109
Philippines,Roots and tubers,Production,Tonnes,2023,1132.067
Philippines,Cottonseed,Exports,Tonnes,2023,0.0001
Philippines,Wheat,Area harvested,Hectares,2024,0.0001
Philippines,Wheat,Production,Tonnes,2024,0.0001
Philippines,Wheat,Exports,Tonnes,2024,38.0661
Philippines,Roots and tubers,Exports,Tonnes,2024,4.0664
Philippines,Cottonseed,Production,Tonnes,2024,0.0067
Philippines,Roots and tubers,Area harvested,Hectares,2024,343.6605
Philippines,Cottonseed,Area harvested,Hectares,2024,0.0109
Philippines,Roots and tubers,Production,Tonnes,2024,1149.5344
Philippines,Cottonseed,Exports,Tonnes,2024,0.0001
Philippines,Wheat,Area harvested,Hectares,2025,0.0001
Philippines,Wheat,Production,Tonnes,2025,0.0001
Philippines,Wheat,Exports,Tonnes,2025,37.3279
Philippines,Roots and tubers,Exports,Tonnes,2025,4.1
Philippines,Cottonseed,Production,Tonnes,2025,0.0068
Philippines,Roots and tubers,Area harvested,Hectares,2025,343.585
Philippines,Cottonseed,Area harvested,Hectares,2025,0.0109
Philippines,Roots and tubers,Production,Tonnes,2025,1166.8497
Philippines,Cottonseed,Exports,Tonnes,2025,0.0001
Philippines,Wheat,Area harvested,Hectares,2026,0.0001
Philippines,Wheat,Production,Tonnes,2026,0.0001
Philippines,Wheat,Exports,Tonnes,2026,36.5855
Philippines,Roots and tubers,Exports,Tonnes,2026,4.1301
Philippines,Cottonseed,Production,Tonnes,2026,0.0069
Philippines,Roots and tubers,Area harvested,Hectares,2026,343.4808
Philippines,Cottonseed,Area harvested,Hectares,2026,0.0109
Philippines,Roots and tubers,Production,Tonnes,2026,1184.4861
Philippines,Cottonseed,Exports,Tonnes,2026,0.0001
Philippines,Wheat,Area harvested,Hectares,2027,0.0001
Philippines,Wheat,Production,Tonnes,2027,0.0001
Philippines,Wheat,Exports,Tonnes,2027,35.9395
Philippines,Roots and tubers,Exports,Tonnes,2027,4.1621
Philippines,Cottonseed,Production,Tonnes,2027,0.007
Philippines,Roots and tubers,Area harvested,Hectares,2027,342.9769
Philippines,Cottonseed,Area harvested,Hectares,2027,0.0109
Philippines,Roots and tubers,Production,Tonnes,2027,1199.338
Philippines,Cottonseed,Exports,Tonnes,2027,0.0001
Philippines,Wheat,Area harvested,Hectares,2028,0.0001
Philippines,Wheat,Production,Tonnes,2028,0.0001
Philippines,Wheat,Exports,Tonnes,2028,35.3138
Philippines,Roots and tubers,Exports,Tonnes,2028,4.2018
Philippines,Cottonseed,Production,Tonnes,2028,0.0071
Philippines,Roots and tubers,Area harvested,Hectares,2028,342.5984
Philippines,Cottonseed,Area harvested,Hectares,2028,0.0109
Philippines,Roots and tubers,Production,Tonnes,2028,1215.4589
Philippines,Cottonseed,Exports,Tonnes,2028,0.0001
Philippines,Wheat,Area harvested,Hectares,2029,0.0001
Philippines,Wheat,Production,Tonnes,2029,0.0001
Philippines,Wheat,Exports,Tonnes,2029,34.7016
Philippines,Roots and tubers,Exports,Tonnes,2029,4.2514
Philippines,Cottonseed,Production,Tonnes,2029,0.0072
Philippines,Roots and tubers,Area harvested,Hectares,2029,342.074
Philippines,Cottonseed,Area harvested,Hectares,2029,0.0109
Philippines,Roots and tubers,Production,Tonnes,2029,1230.6834
Philippines,Cottonseed,Exports,Tonnes,2029,0.0001
Philippines,Wheat,Area harvested,Hectares,2030,0.0001
Philippines,Wheat,Production,Tonnes,2030,0.0001
Philippines,Wheat,Exports,Tonnes,2030,34.1028
Philippines,Roots and tubers,Exports,Tonnes,2030,4.3077
Philippines,Cottonseed,Production,Tonnes,2030,0.0073
Philippines,Roots and tubers,Area harvested,Hectares,2030,341.5932
Philippines,Cottonseed,Area harvested,Hectares,2030,0.0109
Philippines,Roots and tubers,Production,Tonnes,2030,1246.5615
Philippines,Cottonseed,Exports,Tonnes,2030,0.0001
Russia,Roots and tubers,Exports,Tonnes,2015,11.3965
Russia,Roots and tubers,Area harvested,Hectares,2015,2111.613
Russia,Roots and tubers,Production,Tonnes,2015,6407.6514
Russia,Cottonseed,Production,Tonnes,2015,0
Russia,Cottonseed,Area harvested,Hectares,2015,0
Russia,Wheat,Production,Tonnes,2015,61811.486
Russia,Wheat,Exports,Tonnes,2015,25413
Russia,Wheat,Area harvested,Hectares,2015,26826.71
Russia,Cottonseed,Exports,Tonnes,2015,0.126
Russia,Roots and tubers,Exports,Tonnes,2016,11.9341
Russia,Roots and tubers,Area harvested,Hectares,2016,2030.858
Russia,Roots and tubers,Production,Tonnes,2016,6599.8809
Russia,Cottonseed,Production,Tonnes,2016,0
Russia,Cottonseed,Area harvested,Hectares,2016,0
Russia,Wheat,Production,Tonnes,2016,73345.679
Russia,Wheat,Exports,Tonnes,2016,27600
Russia,Wheat,Area harvested,Hectares,2016,27708.84
Russia,Cottonseed,Exports,Tonnes,2016,4.591
Russia,Roots and tubers,Exports,Tonnes,2017,12.4946
Russia,Roots and tubers,Area harvested,Hectares,2017,1902.6305
Russia,Roots and tubers,Production,Tonnes,2017,6797.8774
Russia,Cottonseed,Production,Tonnes,2017,0
Russia,Cottonseed,Area harvested,Hectares,2017,0
Russia,Wheat,Production,Tonnes,2017,86002.541
Russia,Wheat,Exports,Tonnes,2017,40815
Russia,Wheat,Area harvested,Hectares,2017,27923.61
Russia,Cottonseed,Exports,Tonnes,2017,0.041
Russia,Roots and tubers,Exports,Tonnes,2018,13.079
Russia,Roots and tubers,Area harvested,Hectares,2018,1871.1968
Russia,Roots and tubers,Production,Tonnes,2018,7001.8137
Russia,Cottonseed,Production,Tonnes,2018,0.035
Russia,Cottonseed,Area harvested,Hectares,2018,0.02
Russia,Wheat,Production,Tonnes,2018,72136.149
Russia,Wheat,Exports,Tonnes,2018,35667.2663
Russia,Wheat,Area harvested,Hectares,2018,27264.08
Russia,Cottonseed,Exports,Tonnes,2018,0.37
Russia,Roots and tubers,Exports,Tonnes,2019,13.6882
Russia,Roots and tubers,Area harvested,Hectares,2019,1815.0609
Russia,Roots and tubers,Production,Tonnes,2019,7211.8681
Russia,Cottonseed,Production,Tonnes,2019,0.0352
Russia,Cottonseed,Area harvested,Hectares,2019,0.02
Russia,Wheat,Production,Tonnes,2019,74452.692
Russia,Wheat,Exports,Tonnes,2019,34112.35
Russia,Wheat,Area harvested,Hectares,2019,28091.65
